"","latitud","longitud","taxon.name"
"4133",41.4609403,2.176784,"Ligustrum lucidum"
"4134",41.4596943,2.173704,"Ligustrum lucidum"
"4135",41.4598319,2.1749745,"Ligustrum lucidum"
"4136",41.4600314,2.1740688,"Ligustrum lucidum"
"4137",41.4600154,2.1745261,"Ligustrum lucidum"
"4138",41.4599962,2.173962,"Ligustrum lucidum"
"4139",41.4604003,2.1741859,"Ligustrum lucidum"
"4140",41.4607197,2.1765055,"Ligustrum lucidum"
"4141",41.4596579,2.1736565,"Ligustrum lucidum"
"4142",41.4628042,2.1780119,"Ligustrum lucidum"
"4143",41.4615026,2.1734056,"Ligustrum lucidum"
"4144",41.4598707,2.1750396,"Ligustrum lucidum"
"4145",41.4614807,2.1766269,"Ligustrum lucidum"
"4146",41.460191,2.1738892,"Ligustrum lucidum"
"4147",41.4597694,2.1741341,"Ligustrum lucidum"
"4148",41.4601944,2.1743681,"Ligustrum lucidum"
"4149",41.4610553,2.1725851,"Ligustrum lucidum"
"4150",41.4612128,2.1731818,"Ligustrum lucidum"
"4151",41.4610443,2.1767917,"Ligustrum lucidum"
"4152",41.4597309,2.1737873,"Ligustrum lucidum"
"4153",41.4627247,2.1791247,"Ligustrum lucidum"
"4154",41.4610545,2.1767968,"Ligustrum lucidum"
"4155",41.461041,2.17686,"Ligustrum lucidum"
"4156",41.4472666,2.1858402,"Ligustrum lucidum"
"4158",41.4415104,2.1622135,"Ligustrum lucidum"
"4159",41.4414707,2.1622861,"Ligustrum lucidum"
"4161",41.4430073,2.1647032,"Ligustrum lucidum"
"4162",41.4429312,2.1645215,"Ligustrum lucidum"
"4163",41.4429231,2.16447,"Ligustrum lucidum"
"4164",41.4418945,2.1615749,"Ligustrum lucidum"
"4165",41.4428752,2.1645139,"Ligustrum lucidum"
"4166",41.4316424,2.1645926,"Ligustrum lucidum"
"4167",41.4308879,2.1659932,"Ligustrum lucidum"
"4168",41.4311575,2.166035,"Ligustrum lucidum"
"4169",41.4308945,2.1660158,"Ligustrum lucidum"
"4170",41.4312571,2.1660944,"Ligustrum lucidum"
"4171",41.431243,2.1660966,"Ligustrum lucidum"
"4172",41.4308738,2.1659582,"Ligustrum lucidum"
"4173",41.4312582,2.1660448,"Ligustrum lucidum"
"4174",41.4312697,2.1660668,"Ligustrum lucidum"
"4175",41.439863,2.1717324,"Ligustrum lucidum"
"4176",41.4398828,2.1716785,"Ligustrum lucidum"
"4177",41.4410991,2.1679372,"Ligustrum lucidum"
"4178",41.439268,2.1699028,"Ligustrum lucidum"
"4179",41.4398964,2.1712619,"Ligustrum lucidum"
"4180",41.4407137,2.1705802,"Ligustrum lucidum"
"4181",41.4392683,2.1700545,"Ligustrum lucidum"
"4182",41.4414539,2.1679053,"Ligustrum lucidum"
"4183",41.4393947,2.17355,"Ligustrum lucidum"
"4184",41.4392593,2.1699051,"Ligustrum lucidum"
"4185",41.4376164,2.1773835,"Ligustrum lucidum"
"4186",41.4266609,2.1738011,"Ligustrum lucidum"
"4187",41.4305849,2.1417182,"Ligustrum lucidum"
"4188",41.4305251,2.1418089,"Ligustrum lucidum"
"4189",41.434278,2.1431685,"Ligustrum lucidum"
"4190",41.4305603,2.1417427,"Ligustrum lucidum"
"4191",41.4297661,2.1409536,"Ligustrum lucidum"
"4192",41.4331686,2.144485,"Ligustrum lucidum"
"4193",41.4305962,2.1416793,"Ligustrum lucidum"
"4194",41.4297808,2.1410026,"Ligustrum lucidum"
"4195",41.4305505,2.1417951,"Ligustrum lucidum"
"4196",41.4297236,2.1409656,"Ligustrum lucidum"
"4197",41.4322769,2.1427222,"Ligustrum lucidum"
"4198",41.4295466,2.1408135,"Ligustrum lucidum"
"4199",41.4296722,2.1409483,"Ligustrum lucidum"
"4200",41.4296681,2.1408806,"Ligustrum lucidum"
"4201",41.4305166,2.1419198,"Ligustrum lucidum"
"4202",41.4297208,2.1409097,"Ligustrum lucidum"
"4204",41.4330037,2.1423825,"Ligustrum lucidum"
"4205",41.4318749,2.1420936,"Ligustrum lucidum"
"4206",41.4294594,2.139469,"Ligustrum lucidum"
"4207",41.4296207,2.1408549,"Ligustrum lucidum"
"4208",41.4330086,2.142368,"Ligustrum lucidum"
"4209",41.4309369,2.1410839,"Ligustrum lucidum"
"4210",41.4260637,2.1392637,"Ligustrum lucidum"
"4211",41.4260239,2.1372197,"Ligustrum lucidum"
"4212",41.4280267,2.1375724,"Ligustrum lucidum"
"4213",41.4274484,2.1367314,"Ligustrum lucidum"
"4214",41.427435,2.1367918,"Ligustrum lucidum"
"4215",41.43109,2.1465382,"Ligustrum lucidum"
"4216",41.4318604,2.1508363,"Ligustrum lucidum"
"4217",41.4323275,2.1510634,"Ligustrum lucidum"
"4218",41.4319251,2.1509009,"Ligustrum lucidum"
"4219",41.431318,2.1472185,"Ligustrum lucidum"
"4220",41.4316569,2.1508071,"Ligustrum lucidum"
"4221",41.431572,2.1508284,"Ligustrum lucidum"
"4222",41.4319599,2.1509115,"Ligustrum lucidum"
"4223",41.4322043,2.1509409,"Ligustrum lucidum"
"4224",41.4324602,2.1511148,"Ligustrum lucidum"
"4225",41.4309755,2.1465027,"Ligustrum lucidum"
"4226",41.4310573,2.1472109,"Ligustrum lucidum"
"4227",41.431993,2.1508843,"Ligustrum lucidum"
"4228",41.4307977,2.1465226,"Ligustrum lucidum"
"4229",41.4315783,2.1507749,"Ligustrum lucidum"
"4230",41.4316236,2.150786,"Ligustrum lucidum"
"4231",41.4320436,2.1509201,"Ligustrum lucidum"
"4232",41.4320112,2.1509015,"Ligustrum lucidum"
"4233",41.4315635,2.1508041,"Ligustrum lucidum"
"4234",41.432281,2.1473662,"Ligustrum lucidum"
"4235",41.4316352,2.1507406,"Ligustrum lucidum"
"4236",41.4309857,2.1473295,"Ligustrum lucidum"
"4237",41.4320653,2.1509448,"Ligustrum lucidum"
"4238",41.4321197,2.1509632,"Ligustrum lucidum"
"4239",41.4323988,2.1487135,"Ligustrum lucidum"
"4240",41.4319724,2.1508515,"Ligustrum lucidum"
"4241",41.4324819,2.1511076,"Ligustrum lucidum"
"4242",41.4340133,2.1487965,"Ligustrum lucidum"
"4243",41.4308901,2.1464486,"Ligustrum lucidum"
"4244",41.432145,2.1509558,"Ligustrum lucidum"
"4245",41.4320816,2.1508922,"Ligustrum lucidum"
"4246",41.4312172,2.1474265,"Ligustrum lucidum"
"4247",41.4323455,2.1510424,"Ligustrum lucidum"
"4248",41.4321787,2.1509327,"Ligustrum lucidum"
"4249",41.4328997,2.1489818,"Ligustrum lucidum"
"4250",41.432287,2.1510423,"Ligustrum lucidum"
"4251",41.4323239,2.1483965,"Ligustrum lucidum"
"4252",41.4309541,2.1471675,"Ligustrum lucidum"
"4253",41.4311352,2.1472431,"Ligustrum lucidum"
"4254",41.4307676,2.1469246,"Ligustrum lucidum"
"4255",41.4320972,2.1509269,"Ligustrum lucidum"
"4256",41.4321221,2.1509326,"Ligustrum lucidum"
"4257",41.4322015,2.1477442,"Ligustrum lucidum"
"4258",41.4318898,2.1508469,"Ligustrum lucidum"
"4259",41.4322709,2.1510029,"Ligustrum lucidum"
"4260",41.4322357,2.1509588,"Ligustrum lucidum"
"4261",41.4320697,2.1509168,"Ligustrum lucidum"
"4262",41.4314571,2.1508004,"Ligustrum lucidum"
"4263",41.4221069,2.1582431,"Ligustrum lucidum"
"4264",41.4220322,2.1578026,"Ligustrum lucidum"
"4265",41.4187644,2.175022,"Ligustrum lucidum"
"4266",41.4165307,2.1653278,"Ligustrum lucidum"
"4267",41.4154468,2.15936,"Ligustrum lucidum"
"4268",41.4165755,2.1653581,"Ligustrum lucidum"
"4269",41.4162864,2.1659602,"Ligustrum lucidum"
"4270",41.4165918,2.1653393,"Ligustrum lucidum"
"4271",41.4165819,2.1653787,"Ligustrum lucidum"
"4272",41.416496,2.1653042,"Ligustrum lucidum"
"4273",41.4165607,2.1653879,"Ligustrum lucidum"
"4274",41.4165767,2.1653974,"Ligustrum lucidum"
"4275",41.4163153,2.1624232,"Ligustrum lucidum"
"4276",41.4163017,2.162364,"Ligustrum lucidum"
"4277",41.4165756,2.1653299,"Ligustrum lucidum"
"4278",41.4165595,2.1653466,"Ligustrum lucidum"
"4279",41.4131649,2.1664739,"Ligustrum lucidum"
"4280",41.4127556,2.1664213,"Ligustrum lucidum"
"4281",41.4331834,2.1543223,"Ligustrum lucidum"
"4282",41.4367537,2.1573564,"Ligustrum lucidum"
"4283",41.4367084,2.1572992,"Ligustrum lucidum"
"4284",41.4369136,2.157084,"Ligustrum lucidum"
"4285",41.4309698,2.1637634,"Ligustrum lucidum"
"4286",41.4309792,2.1638112,"Ligustrum lucidum"
"4287",41.4116283,2.1436971,"Ligustrum lucidum"
"4288",41.4145106,2.140285,"Ligustrum lucidum"
"4289",41.4194073,2.1433654,"Ligustrum lucidum"
"4290",41.4147584,2.1401568,"Ligustrum lucidum"
"4292",41.4116453,2.1438636,"Ligustrum lucidum"
"4293",41.411597,2.1445281,"Ligustrum lucidum"
"4294",41.4147083,2.1402632,"Ligustrum lucidum"
"4295",41.4143008,2.1405135,"Ligustrum lucidum"
"4297",41.4116268,2.1437661,"Ligustrum lucidum"
"4298",41.4193928,2.1436332,"Ligustrum lucidum"
"4299",41.4194284,2.143499,"Ligustrum lucidum"
"4300",41.4116502,2.1436132,"Ligustrum lucidum"
"4301",41.411573,2.1446914,"Ligustrum lucidum"
"4302",41.4115872,2.1444098,"Ligustrum lucidum"
"4303",41.411649,2.1440156,"Ligustrum lucidum"
"4304",41.414878,2.1400805,"Ligustrum lucidum"
"4305",41.4115565,2.144271,"Ligustrum lucidum"
"4306",41.4115733,2.1439202,"Ligustrum lucidum"
"4307",41.4117088,2.1428434,"Ligustrum lucidum"
"4308",41.4116606,2.1438837,"Ligustrum lucidum"
"4309",41.414099,2.1405635,"Ligustrum lucidum"
"4310",41.4116476,2.1440283,"Ligustrum lucidum"
"4311",41.4071258,2.1200463,"Ligustrum lucidum"
"4312",41.4071112,2.120038,"Ligustrum lucidum"
"4313",41.4071982,2.1199435,"Ligustrum lucidum"
"4314",41.4071401,2.1200339,"Ligustrum lucidum"
"4315",41.3975085,2.1323546,"Ligustrum lucidum"
"4316",41.3973554,2.1325863,"Ligustrum lucidum"
"4317",41.3941277,2.1325296,"Ligustrum lucidum"
"4318",41.4151146,2.1348251,"Ligustrum lucidum"
"4319",41.4152223,2.1352753,"Ligustrum lucidum"
"4320",41.4150054,2.1343068,"Ligustrum lucidum"
"4321",41.4152312,2.1353435,"Ligustrum lucidum"
"4322",41.4150394,2.1344522,"Ligustrum lucidum"
"4323",41.409198,2.1366649,"Ligustrum lucidum"
"4324",41.4150188,2.1343561,"Ligustrum lucidum"
"4325",41.4151022,2.1347812,"Ligustrum lucidum"
"4326",41.4073591,2.1375919,"Ligustrum lucidum"
"4327",41.4092288,2.1366433,"Ligustrum lucidum"
"4328",41.4150292,2.1344059,"Ligustrum lucidum"
"4329",41.41499,2.1342622,"Ligustrum lucidum"
"4330",41.4152072,2.1351972,"Ligustrum lucidum"
"4331",41.4110072,2.1439037,"Ligustrum lucidum"
"4332",41.3985446,2.1341206,"Ligustrum lucidum"
"4333",41.4016751,2.1439817,"Ligustrum lucidum"
"4334",41.3985787,2.1340886,"Ligustrum lucidum"
"4335",41.3985688,2.134093,"Ligustrum lucidum"
"4336",41.3918221,2.1142427,"Ligustrum lucidum"
"4337",41.3901848,2.1152405,"Ligustrum lucidum"
"4338",41.391861,2.1141899,"Ligustrum lucidum"
"4339",41.3917278,2.1142856,"Ligustrum lucidum"
"4340",41.3918823,2.1141066,"Ligustrum lucidum"
"4341",41.3918745,2.1141937,"Ligustrum lucidum"
"4342",41.3920012,2.11463,"Ligustrum lucidum"
"4343",41.3952609,2.1129704,"Ligustrum lucidum"
"4344",41.3918518,2.1141549,"Ligustrum lucidum"
"4345",41.3918455,2.1143755,"Ligustrum lucidum"
"4346",41.3918231,2.1141224,"Ligustrum lucidum"
"4347",41.3921843,2.1145472,"Ligustrum lucidum"
"4348",41.3916505,2.1144846,"Ligustrum lucidum"
"4349",41.3920358,2.1150424,"Ligustrum lucidum"
"4350",41.3868462,2.1203629,"Ligustrum lucidum"
"4351",41.3921016,2.1148891,"Ligustrum lucidum"
"4352",41.3918338,2.1147632,"Ligustrum lucidum"
"4353",41.3877913,2.1239117,"Ligustrum lucidum"
"4354",41.3879897,2.124735,"Ligustrum lucidum"
"4355",41.3918359,2.1140489,"Ligustrum lucidum"
"4356",41.3783609,2.1163727,"Ligustrum lucidum"
"4357",41.3772112,2.1093269,"Ligustrum lucidum"
"4358",41.3781895,2.1088742,"Ligustrum lucidum"
"4359",41.3781339,2.1089126,"Ligustrum lucidum"
"4360",41.3783053,2.1162728,"Ligustrum lucidum"
"4361",41.3783336,2.1163279,"Ligustrum lucidum"
"4362",41.3785633,2.1162245,"Ligustrum lucidum"
"4363",41.3782045,2.1088663,"Ligustrum lucidum"
"4364",41.3782476,2.1088381,"Ligustrum lucidum"
"4365",41.3781953,2.108872,"Ligustrum lucidum"
"4366",41.378576,2.1163492,"Ligustrum lucidum"
"4367",41.3782144,2.1088585,"Ligustrum lucidum"
"4368",41.3772053,2.1092778,"Ligustrum lucidum"
"4369",41.3784512,2.1165628,"Ligustrum lucidum"
"4370",41.386888,2.1245669,"Ligustrum lucidum"
"4371",41.3850188,2.1334711,"Ligustrum lucidum"
"4372",41.3891937,2.1293996,"Ligustrum lucidum"
"4373",41.389227,2.1295314,"Ligustrum lucidum"
"4374",41.3891003,2.1293264,"Ligustrum lucidum"
"4375",41.3850079,2.1334677,"Ligustrum lucidum"
"4376",41.389248,2.1297073,"Ligustrum lucidum"
"4377",41.3865809,2.1375083,"Ligustrum lucidum"
"4378",41.3686872,2.1618496,"Ligustrum lucidum"
"4379",41.3669622,2.1587765,"Ligustrum lucidum"
"4380",41.3669589,2.1588047,"Ligustrum lucidum"
"4381",41.3685843,2.1614417,"Ligustrum lucidum"
"4382",41.3685069,2.1614891,"Ligustrum lucidum"
"4383",41.3657583,2.165997,"Ligustrum lucidum"
"4384",41.3686075,2.161782,"Ligustrum lucidum"
"4385",41.3686409,2.1616669,"Ligustrum lucidum"
"4386",41.3661104,2.1582936,"Ligustrum lucidum"
"4387",41.3660305,2.1492334,"Ligustrum lucidum"
"4388",41.3685393,2.1614037,"Ligustrum lucidum"
"4389",41.3696733,2.1484889,"Ligustrum lucidum"
"4390",41.3696687,2.1485271,"Ligustrum lucidum"
"4391",41.3696506,2.1478788,"Ligustrum lucidum"
"4392",41.3698301,2.1487716,"Ligustrum lucidum"
"4393",41.3696602,2.1480217,"Ligustrum lucidum"
"4394",41.3696668,2.1475272,"Ligustrum lucidum"
"4395",41.3696798,2.1484155,"Ligustrum lucidum"
"4396",41.3712549,2.1410888,"Ligustrum lucidum"
"4397",41.3822865,2.1554177,"Ligustrum lucidum"
"4398",41.4015485,2.1779415,"Ligustrum lucidum"
"4399",41.4015397,2.1780362,"Ligustrum lucidum"
"4400",41.4019833,2.1784659,"Ligustrum lucidum"
"4401",41.4014174,2.177833,"Ligustrum lucidum"
"4402",41.4016542,2.178556,"Ligustrum lucidum"
"4403",41.4016813,2.1789654,"Ligustrum lucidum"
"4404",41.40139,2.1778373,"Ligustrum lucidum"
"4405",41.402006,2.1783918,"Ligustrum lucidum"
"4406",41.401647,2.1785101,"Ligustrum lucidum"
"4407",41.4015969,2.1786629,"Ligustrum lucidum"
"4408",41.4021322,2.1787008,"Ligustrum lucidum"
"4409",41.401891,2.1784751,"Ligustrum lucidum"
"4410",41.4017693,2.1788881,"Ligustrum lucidum"
"4411",41.4021183,2.1785484,"Ligustrum lucidum"
"4412",41.4018234,2.1789938,"Ligustrum lucidum"
"4414",41.4014942,2.178001,"Ligustrum lucidum"
"4415",41.4021042,2.1784865,"Ligustrum lucidum"
"4416",41.4017297,2.1783514,"Ligustrum lucidum"
"4417",41.4016715,2.1789315,"Ligustrum lucidum"
"4418",41.4015984,2.1784275,"Ligustrum lucidum"
"4419",41.4044057,2.176324,"Ligustrum lucidum"
"4420",41.401329,2.177431,"Ligustrum lucidum"
"4422",41.3635382,2.1444157,"Ligustrum lucidum"
"4423",41.3634861,2.1445478,"Ligustrum lucidum"
"4424",41.3567634,2.1358702,"Ligustrum lucidum"
"4425",41.3567522,2.1356951,"Ligustrum lucidum"
"4426",41.4237106,2.2022532,"Ligustrum lucidum"
"4427",41.347409,2.1348397,"Ligustrum lucidum"
"4428",41.4545303,2.1898383,"Ligustrum lucidum"
"4429",41.4097321,2.1301096,"Ligustrum lucidum"
"4430",41.4324102,2.1471624,"Ligustrum lucidum"
"4431",41.4324118,2.14876,"Ligustrum lucidum"
"4432",41.4329316,2.1489559,"Ligustrum lucidum"
"4433",41.431422,2.1507608,"Ligustrum lucidum"
"4434",41.4609046,2.1729223,"Ligustrum lucidum"
"4435",41.3921134,2.1149333,"Ligustrum lucidum"
"4436",41.3918287,2.1140865,"Ligustrum lucidum"
"4437",41.3771846,2.1093511,"Ligustrum lucidum"
"4438",41.3771635,2.1092579,"Ligustrum lucidum"
"4439",41.3771564,2.1093084,"Ligustrum lucidum"
"4440",41.4615292,2.1733454,"Ligustrum lucidum"
"4441",41.4311943,2.1519521,"Ligustrum lucidum"
"4443",41.4347951,2.1527429,"Ligustrum lucidum"
"4444",41.434828,2.152679,"Ligustrum lucidum"
"4445",41.4133781,2.1857109,"Ligustrum lucidum"
"4450",41.3693193,2.1354612,"Ligustrum lucidum"
"4451",41.4027206,2.1728658,"Ligustrum lucidum"
"4452",41.368656,2.1658136,"Ligustrum lucidum"
"4453",41.421042,2.1915464,"Ligustrum lucidum"
"4454",41.366231,2.1540888,"Ligustrum lucidum"
"4455",41.415385,2.1657896,"Ligustrum lucidum"
"4456",41.4339179,2.1699798,"Ligustrum lucidum"
"4457",41.4308772,2.1660366,"Ligustrum lucidum"
"4458",41.4096182,2.1472749,"Ligustrum lucidum"
"4459",41.4097451,2.1473809,"Ligustrum lucidum"
"4460",41.4621589,2.1798752,"Ligustrum lucidum"
"4461",41.4628439,2.1787428,"Ligustrum lucidum"
"4462",41.4628746,2.1787926,"Ligustrum lucidum"
"4463",41.462855,2.1787737,"Ligustrum lucidum"
"4464",41.4628642,2.1788168,"Ligustrum lucidum"
"4465",41.4593977,2.1738035,"Ligustrum lucidum"
"4466",41.4600601,2.1744776,"Ligustrum lucidum"
"4467",41.4606235,2.1758917,"Ligustrum lucidum"
"4468",41.4615736,2.1761051,"Ligustrum lucidum"
"4469",41.4607504,2.1765284,"Ligustrum lucidum"
"4470",41.460728,2.1765247,"Ligustrum lucidum"
"4471",41.436344,2.1952572,"Ligustrum lucidum"
"4472",41.442982,2.1646172,"Ligustrum lucidum"
"4473",41.4449442,2.1736037,"Ligustrum lucidum"
"4474",41.4094481,2.1684917,"Ligustrum lucidum"
"4475",41.3994162,2.1491866,"Ligustrum lucidum"
"4476",41.3993184,2.1489899,"Ligustrum lucidum"
"4477",41.3992851,2.1489821,"Ligustrum lucidum"
"4478",41.3993996,2.1487135,"Ligustrum lucidum"
"4479",41.4628361,2.1792601,"Ligustrum lucidum"
"4480",41.462862,2.1792598,"Ligustrum lucidum"
"4481",41.397265,2.1188872,"Ligustrum lucidum"
"4482",41.3972708,2.1188507,"Ligustrum lucidum"
"4483",41.3971887,2.1187425,"Ligustrum lucidum"
"4484",41.3972282,2.1186811,"Ligustrum lucidum"
"4485",41.3972626,2.1187585,"Ligustrum lucidum"
"4486",41.3972852,2.1189223,"Ligustrum lucidum"
"4488",41.4073502,2.1422668,"Ligustrum lucidum"
"4489",41.4138614,2.1786714,"Ligustrum lucidum"
"4490",41.421906,2.1172898,"Ligustrum lucidum"
"4491",41.4045426,2.1760054,"Ligustrum lucidum"
"4492",41.4045554,2.1760533,"Ligustrum lucidum"
"4493",41.3705222,2.1544513,"Ligustrum lucidum"
"4494",41.4209851,2.1543049,"Ligustrum lucidum"
"4495",41.4210618,2.1543617,"Ligustrum lucidum"
"4496",41.4004572,2.1265138,"Ligustrum lucidum"
"4497",41.4007874,2.1267979,"Ligustrum lucidum"
"4498",41.4070279,2.1201021,"Ligustrum lucidum"
"5",41.36520833,2.09611383,"Mesembryanthemum cordifolium"
"65",41.375225,2.1115683333,"Mesembryanthemum cordifolium"
"67",41.375145,2.1117033333,"Mesembryanthemum cordifolium"
"72",41.3745866667,2.111985,"Mesembryanthemum cordifolium"
"80",41.37535,2.1123333333,"Mesembryanthemum cordifolium"
"82",41.3752433333,2.11239,"Mesembryanthemum cordifolium"
"168",41.3897466667,2.12018,"Mesembryanthemum cordifolium"
"171",41.3891716667,2.1203716667,"Mesembryanthemum cordifolium"
"174",41.3847566667,2.12095,"Mesembryanthemum cordifolium"
"175",41.3887933333,2.1208466667,"Mesembryanthemum cordifolium"
"183",41.3906516667,2.1222883333,"Mesembryanthemum cordifolium"
"195",41.3857278669,2.1236446872,"Mesembryanthemum cordifolium"
"196",41.3856798209,2.1236510575,"Mesembryanthemum cordifolium"
"221",41.3802166667,2.1263933333,"Mesembryanthemum cordifolium"
"237",41.3835647563,2.1281088889,"Mesembryanthemum cordifolium"
"240",41.3796683333,2.129015,"Mesembryanthemum cordifolium"
"256",41.4174014605,2.128859977,"Mesembryanthemum cordifolium"
"257",41.381621752,2.1307558939,"Mesembryanthemum cordifolium"
"259",41.3889466667,2.1307116667,"Mesembryanthemum cordifolium"
"260",41.3889283333,2.13072,"Mesembryanthemum cordifolium"
"261",41.3889583333,2.1307466667,"Mesembryanthemum cordifolium"
"269",41.37287,2.132155,"Mesembryanthemum cordifolium"
"270",41.3885233333,2.1313833333,"Mesembryanthemum cordifolium"
"271",41.3885466667,2.1313983333,"Mesembryanthemum cordifolium"
"275",41.3864573565,2.1321895346,"Mesembryanthemum cordifolium"
"277",41.3733049117,2.1332141384,"Mesembryanthemum cordifolium"
"284",41.39809,2.132805,"Mesembryanthemum cordifolium"
"291",41.39059,2.1339433333,"Mesembryanthemum cordifolium"
"301",41.3686723316,2.1357106045,"Mesembryanthemum cordifolium"
"304",41.366155,2.13605,"Mesembryanthemum cordifolium"
"312",41.3659516667,2.137115,"Mesembryanthemum cordifolium"
"313",41.365925,2.1371366667,"Mesembryanthemum cordifolium"
"314",41.3659333333,2.137155,"Mesembryanthemum cordifolium"
"315",41.365975,2.1371666667,"Mesembryanthemum cordifolium"
"316",41.3659616667,2.1371783333,"Mesembryanthemum cordifolium"
"317",41.365914,2.1372146,"Mesembryanthemum cordifolium"
"318",41.3659316667,2.1372266667,"Mesembryanthemum cordifolium"
"319",41.36593,2.1372333333,"Mesembryanthemum cordifolium"
"320",41.3658833333,2.13728,"Mesembryanthemum cordifolium"
"321",41.3659316667,2.1372966667,"Mesembryanthemum cordifolium"
"327",41.36594,2.13749,"Mesembryanthemum cordifolium"
"328",41.3768466667,2.1370916667,"Mesembryanthemum cordifolium"
"329",41.3661283333,2.1376516667,"Mesembryanthemum cordifolium"
"330",41.3659083333,2.137735,"Mesembryanthemum cordifolium"
"332",41.3913633333,2.1376066667,"Mesembryanthemum cordifolium"
"334",41.39145,2.1380466667,"Mesembryanthemum cordifolium"
"335",41.3915433333,2.138095,"Mesembryanthemum cordifolium"
"336",41.3914183333,2.1381416667,"Mesembryanthemum cordifolium"
"339",41.3913283333,2.1383333333,"Mesembryanthemum cordifolium"
"340",41.3918233333,2.1384683333,"Mesembryanthemum cordifolium"
"341",41.3914866667,2.1384916667,"Mesembryanthemum cordifolium"
"342",41.39128,2.1386433333,"Mesembryanthemum cordifolium"
"343",41.39141,2.1386466667,"Mesembryanthemum cordifolium"
"344",41.3915566667,2.13864,"Mesembryanthemum cordifolium"
"345",41.3917266667,2.138715,"Mesembryanthemum cordifolium"
"346",41.3916333333,2.1387416667,"Mesembryanthemum cordifolium"
"347",41.3916716667,2.13874,"Mesembryanthemum cordifolium"
"348",41.3914316667,2.13879,"Mesembryanthemum cordifolium"
"349",41.3916366667,2.138885,"Mesembryanthemum cordifolium"
"350",41.3916733333,2.13895,"Mesembryanthemum cordifolium"
"351",41.3916966667,2.139045,"Mesembryanthemum cordifolium"
"352",41.3916333333,2.1390733333,"Mesembryanthemum cordifolium"
"353",41.3917916667,2.1391366667,"Mesembryanthemum cordifolium"
"354",41.3918166667,2.1392266667,"Mesembryanthemum cordifolium"
"355",41.391375,2.1395533333,"Mesembryanthemum cordifolium"
"361",41.3968564729,2.1399853751,"Mesembryanthemum cordifolium"
"363",41.3695183333,2.1420033333,"Mesembryanthemum cordifolium"
"366",41.3695183333,2.14222,"Mesembryanthemum cordifolium"
"372",41.391475,2.141805,"Mesembryanthemum cordifolium"
"373",41.3917633333,2.1418033333,"Mesembryanthemum cordifolium"
"377",41.3917883333,2.1419733333,"Mesembryanthemum cordifolium"
"386",41.39182,2.1420916667,"Mesembryanthemum cordifolium"
"395",41.3917816667,2.1422316667,"Mesembryanthemum cordifolium"
"398",41.391975,2.1422533333,"Mesembryanthemum cordifolium"
"400",41.3917466667,2.1422966667,"Mesembryanthemum cordifolium"
"403",41.3916583333,2.1423233333,"Mesembryanthemum cordifolium"
"409",41.3916383333,2.142365,"Mesembryanthemum cordifolium"
"412",41.391885,2.142435,"Mesembryanthemum cordifolium"
"421",41.3917383333,2.1426466667,"Mesembryanthemum cordifolium"
"422",41.3901133333,2.1429,"Mesembryanthemum cordifolium"
"433",41.41094167,2.143975,"Mesembryanthemum cordifolium"
"435",41.372865,2.14666,"Mesembryanthemum cordifolium"
"444",41.3550966667,2.149915,"Mesembryanthemum cordifolium"
"446",41.354955,2.1503166667,"Mesembryanthemum cordifolium"
"451",41.3556383333,2.1507783333,"Mesembryanthemum cordifolium"
"452",41.3556316667,2.150805,"Mesembryanthemum cordifolium"
"454",41.3548016667,2.1510283333,"Mesembryanthemum cordifolium"
"455",41.3558533333,2.1510116667,"Mesembryanthemum cordifolium"
"456",41.3560283333,2.151065,"Mesembryanthemum cordifolium"
"457",41.3766466667,2.1500533333,"Mesembryanthemum cordifolium"
"458",41.3548616667,2.1512183333,"Mesembryanthemum cordifolium"
"459",41.356425,2.1511616667,"Mesembryanthemum cordifolium"
"460",41.35614,2.1512366667,"Mesembryanthemum cordifolium"
"461",41.3562683333,2.1512333333,"Mesembryanthemum cordifolium"
"462",41.35598,2.1512516667,"Mesembryanthemum cordifolium"
"463",41.3559966667,2.151265,"Mesembryanthemum cordifolium"
"464",41.356275,2.1512916667,"Mesembryanthemum cordifolium"
"466",41.354645,2.1516633333,"Mesembryanthemum cordifolium"
"467",41.354775,2.1517616667,"Mesembryanthemum cordifolium"
"468",41.35634,2.1517083333,"Mesembryanthemum cordifolium"
"469",41.3546933333,2.1518033333,"Mesembryanthemum cordifolium"
"470",41.3547633333,2.1518,"Mesembryanthemum cordifolium"
"473",41.3563883333,2.1518183333,"Mesembryanthemum cordifolium"
"474",41.3547216667,2.1519183333,"Mesembryanthemum cordifolium"
"475",41.3550066667,2.1519066667,"Mesembryanthemum cordifolium"
"476",41.3567133333,2.151865,"Mesembryanthemum cordifolium"
"478",41.35474,2.15202,"Mesembryanthemum cordifolium"
"479",41.35482,2.1520166667,"Mesembryanthemum cordifolium"
"480",41.3548133333,2.1520216667,"Mesembryanthemum cordifolium"
"481",41.3548316667,2.152055,"Mesembryanthemum cordifolium"
"482",41.3547466667,2.15208,"Mesembryanthemum cordifolium"
"483",41.3560183333,2.1520333333,"Mesembryanthemum cordifolium"
"484",41.3561016667,2.1520366667,"Mesembryanthemum cordifolium"
"485",41.3556366667,2.1520633333,"Mesembryanthemum cordifolium"
"486",41.35606,2.1520483333,"Mesembryanthemum cordifolium"
"487",41.3560283333,2.1520666667,"Mesembryanthemum cordifolium"
