"","taxon.name","cartodb_id","comarca","provincia","nom_comar","sup_comar","geometry"
"2590","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1716885, 41.3761153)
"2591","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1727558, 41.3758598)
"2592","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1643649, 41.3838972)
"2593","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.164954, 41.3808485)
"2594","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1646891, 41.3808257)
"2595","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1651402, 41.3808567)
"2596","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1642339, 41.3816724)
"2597","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.164819, 41.3808349)
"2598","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1725664, 41.3759037)
"2599","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1715455, 41.3761435)
"2600","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1641653, 41.381666)
"2601","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1638011, 41.3807626)
"2602","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1709738, 41.3756762)
"2603","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1669332, 41.3811007)
"2604","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1672408, 41.3812165)
"2605","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1637467, 41.3807578)
"2606","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1743351, 41.375892)
"2607","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1666222, 41.380861)
"2608","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1728485, 41.3758369)
"2609","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1665865, 41.3808318)
"2610","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1746115, 41.375842)
"2611","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1668625, 41.3810504)
"2612","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.166729, 41.3809469)
"2613","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1676812, 41.3807979)
"2614","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1669613, 41.3811247)
"2615","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1740459, 41.3759475)
"2616","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1649497, 41.377843)
"2617","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1923601, 41.3806867)
"2618","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.190109, 41.3813901)
"2619","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1894684, 41.3811772)
"2620","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1923067, 41.3806751)
"2621","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1901762, 41.3812508)
"2622","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1922848, 41.3807046)
"2623","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1925693, 41.3807726)
"2624","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1901968, 41.3812014)
"2625","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1892466, 41.3817101)
"2626","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1927921, 41.3807822)
"2627","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1899174, 41.3818691)
"2628","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1926717, 41.3807969)
"2629","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1901473, 41.3812944)
"2630","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1893723, 41.3814042)
"2631","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1929998, 41.3808304)
"2632","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1928779, 41.3808436)
"2633","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1899557, 41.3817733)
"2634","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1894839, 41.3811385)
"2635","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1900075, 41.3816727)
"2636","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1922421, 41.3807013)
"2637","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1894309, 41.3812545)
"2638","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1930242, 41.380872)
"2639","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1926363, 41.3807472)
"2640","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1894509, 41.3812023)
"2641","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1925828, 41.3807358)
"2642","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1930839, 41.3808814)
"2643","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1899505, 41.3818129)
"2644","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1900821, 41.3814847)
"2645","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1893349, 41.3815096)
"2646","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1929288, 41.3808533)
"2647","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1923982, 41.3807353)
"2648","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1781574, 41.3777197)
"2649","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1784867, 41.3812806)
"2650","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1806897, 41.3813848)
"2651","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1790928, 41.3791954)
"2652","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.180116, 41.3806493)
"2653","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1788516, 41.3788337)
"2654","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1791622, 41.3792815)
"2655","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1805086, 41.3804142)
"2656","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1801397, 41.3806853)
"2657","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1788774, 41.3788783)
"2658","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1776312, 41.3768714)
"2659","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1743964, 41.3853605)
"2660","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177827, 41.3771863)
"2661","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1782358, 41.3809623)
"2662","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1774827, 41.3812869)
"2663","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1789956, 41.3790458)
"2664","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.178821, 41.3787938)
"2665","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1784341, 41.381201)
"2666","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.178373, 41.3811123)
"2667","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1783294, 41.3810396)
"2668","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1798584, 41.3803175)
"2669","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1784078, 41.3811601)
"2670","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1789539, 41.3789943)
"2671","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1774387, 41.3812174)
"2672","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1780896, 41.3806672)
"2673","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1807372, 41.3802987)
"2674","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1800685, 41.3805654)
"2675","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1782834, 41.3779359)
"2676","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1799758, 41.3804497)
"2677","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1806551, 41.3813477)
"2678","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1800119, 41.3804885)
"2679","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1775714, 41.3767752)
"2680","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1803585, 41.3810201)
"2681","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1781975, 41.3808327)
"2682","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.178907, 41.378918)
"2683","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1782071, 41.377806)
"2684","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.178392, 41.3812185)
"2685","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1781187, 41.38071)
"2686","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1808618, 41.3802515)
"2687","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1806287, 41.3813159)
"2688","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1777392, 41.3770485)
"2689","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1795047, 41.3798174)
"2690","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1777685, 41.3770948)
"2691","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1781323, 41.3808053)
"2692","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1783205, 41.3779927)
"2693","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1824668, 41.3857558)
"2694","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1827677, 41.3853421)
"2695","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1747465, 41.387538)
"2696","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1778542, 41.3870158)
"2697","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1798154, 41.3897277)
"2698","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.18274, 41.3853826)
"2699","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1798447, 41.3897791)
"2700","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1827107, 41.3854196)
"2701","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1777991, 41.387046)
"2702","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1821827, 41.3861425)
"2703","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1747093, 41.3875126)
"2704","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1821208, 41.386222)
"2705","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.174963, 41.387471)
"2706","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1824928, 41.3857195)
"2707","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1826017, 41.3855696)
"2708","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1822173, 41.3860927)
"2709","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1820921, 41.3862601)
"2710","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1797121, 41.3895352)
"2711","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1777505, 41.3870752)
"2712","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1823324, 41.3859358)
"2713","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.179981, 41.3900466)
"2714","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1750445, 41.3873933)
"2715","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1799774, 41.3898723)
"2716","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1800043, 41.3900902)
"2717","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1750815, 41.3873562)
"2718","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1824168, 41.3858259)
"2719","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1751601, 41.3872813)
"2720","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1796271, 41.3893878)
"2721","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1780303, 41.3869083)
"2722","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1799345, 41.3899591)
"2723","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1822763, 41.386011)
"2724","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1306908, 41.3894397)
"2725","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1307501, 41.3894559)
"2726","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.130811, 41.3894709)
"2727","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1406672, 41.4303465)
"2728","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1407463, 41.430523)
"2729","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1406971, 41.4304072)
"2730","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.140546, 41.4300974)
"2731","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1408281, 41.4308435)
"2732","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1732609, 41.4291196)
"2733","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1745836, 41.4261929)
"2734","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1770722, 41.4281474)
"2735","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.173615, 41.4278155)
"2736","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1735264, 41.4275506)
"2737","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.174956, 41.4260875)
"2738","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1771091, 41.4280666)
"2739","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1737852, 41.4278086)
"2740","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1732658, 41.4291862)
"2741","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1746952, 41.4260835)
"2742","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1735525, 41.4275717)
"2743","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.173546, 41.4277978)
"2744","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1771453, 41.4280398)
"2745","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1765861, 41.4381962)
"2746","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1794025, 41.4379191)
"2747","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1794736, 41.4379826)
"2748","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1796864, 41.4381913)
"2749","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1796154, 41.4381278)
"2750","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1792488, 41.4377739)
"2751","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1774778, 41.4377252)
"2752","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177273, 41.4378318)
"2753","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1776144, 41.4377074)
"2754","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177633, 41.4377623)
"2755","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.179829, 41.4344723)
"2756","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1767906, 41.4381166)
"2757","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1766468, 41.4381336)
"2758","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1795445, 41.4380552)
"2759","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1803131, 41.4387993)
"2760","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1768513, 41.438054)
"2761","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1797573, 41.4382639)
"2762","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1793288, 41.4378432)
"2763","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1798176, 41.4344272)
"2764","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1767193, 41.4380801)
"2765","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.170932, 41.4431523)
"2766","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1714613, 41.4433529)
"2767","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1687411, 41.4378228)
"2768","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1710304, 41.4431894)
"2769","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.16853, 41.4396675)
"2770","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1710633, 41.4432017)
"2771","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1680922, 41.4397024)
"2772","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.168236, 41.4396944)
"2773","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1708006, 41.4431029)
"2774","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1694109, 41.4381861)
"2775","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1709976, 41.443177)
"2776","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1687185, 41.4376975)
"2777","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1708991, 41.44314)
"2778","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1714292, 41.443342)
"2779","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1711618, 41.4432387)
"2780","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1700727, 41.4425203)
"2781","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1687325, 41.4377841)
"2782","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1688331, 41.4384265)
"2783","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1687658, 41.4380096)
"2784","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1711289, 41.4432264)
"2785","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1708678, 41.443128)
"2786","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1702136, 41.4424222)
"2787","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1701189, 41.4425057)
"2788","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1688056, 41.4382147)
"2789","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1680203, 41.4397109)
"2790","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1685246, 41.4396265)
"2791","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1706814, 41.4430594)
"2792","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1681642, 41.4396939)
"2793","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1706479, 41.4430494)
"2794","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1709647, 41.4431647)
"2795","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1635256, 41.4413659)
"2796","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1635712, 41.4412819)
"2797","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177539, 41.4436553)
"2798","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1780656, 41.4433396)
"2799","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1779262, 41.4434073)
"2800","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1771859, 41.4438255)
"2801","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177466, 41.4436938)
"2802","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1778947, 41.4434915)
"2803","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1772808, 41.4437058)
"2804","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1778191, 41.4435247)
"2805","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1774237, 41.4436422)
"2806","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1771407, 41.4437739)
"2807","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1779676, 41.4434604)
"2808","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1737925, 41.4425993)
"2809","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1774938, 41.4436081)
"2810","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177992, 41.4433787)
"2811","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1780382, 41.4434257)
"2812","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1772574, 41.4437892)
"2813","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.177682, 41.4435916)
"2814","Acacia saligna",19,13,"08","Barcelonès",146.29,c(2.177102, 41.4478422)
"2815","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1926488, 41.4378237)
"2816","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1925538, 41.437821)
"2817","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1912609, 41.4381443)
"2818","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1928463, 41.4378266)
"2819","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1912669, 41.4380856)
"2820","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1929366, 41.4378333)
"2821","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1884524, 41.4369339)
"2822","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1867538, 41.4372646)
"2823","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1931939, 41.4313251)
"2824","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1852008, 41.4375519)
"2825","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1878018, 41.4370447)
"2826","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1907931, 41.4366553)
"2827","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1876637, 41.4371093)
"2828","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1896072, 41.4367757)
"2829","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1886202, 41.4369447)
"2830","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1869914, 41.4371833)
"2831","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1870823, 41.4372061)
"2832","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.185528, 41.4374874)
"2833","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.189591, 41.4367369)
"2834","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1885271, 41.436922)
"2835","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1865268, 41.4373048)
"2836","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1907859, 41.4403505)
"2837","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1857744, 41.4374048)
"2838","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1895188, 41.4367924)
"2839","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1912196, 41.438479)
"2840","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.189842, 41.4369241)
"2841","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1905045, 41.4367508)
"2842","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1909995, 41.4365491)
"2843","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1895035, 41.436753)
"2844","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1857008, 41.4374574)
"2845","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1900568, 41.4368542)
"2846","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1889441, 41.4368894)
"2847","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1869084, 41.4371985)
"2848","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1860303, 41.4373968)
"2849","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1881469, 41.4327761)
"2850","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1859327, 41.4373743)
"2851","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1932159, 41.4313894)
"2852","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.193272, 41.4315478)
"2853","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1906306, 41.4366685)
"2854","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1887667, 41.4368814)
"2855","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1910597, 41.4407956)
"2856","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1887767, 41.4369175)
"2857","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1861105, 41.4373805)
"2858","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.189012, 41.4368365)
"2859","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1900766, 41.4368896)
"2860","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1908679, 41.4366331)
"2861","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1873278, 41.4371639)
"2862","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1884633, 41.4369715)
"2863","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1902646, 41.4367873)
"2864","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1878125, 41.4370845)
"2865","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1899369, 41.436935)
"2866","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1854477, 41.4375033)
"2867","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1901497, 41.4368654)
"2868","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1893563, 41.4368196)
"2869","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1886969, 41.4369321)
"2870","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1881365, 41.4369889)
"2871","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1861823, 41.4373279)
"2872","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1869209, 41.4372348)
"2873","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1862782, 41.4373503)
"2874","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1907198, 41.4366817)
"2875","Ligustrum lucidum",19,13,"08","Barcelonès",146.29,c(2.1851924, 41.4375161)
